peter-lawrey/Java-Chronicle;20;5;7;32
bootique/bootique;264;66;83;413
Yalantis/StarWars.Android;0;0;1;1
confluentinc/kafka-rest;97;24;31;152
Codecademy/EventHub;13;3;5;21
aa112901/remusic;0;0;1;1
OpenHFT/Chronicle-Queue;210;52;67;329
JakeWharton/butterknife;74;18;25;117
SeldonIO/seldon-server;45;11;15;71
ZHENFENG13/ssm-demo;10;2;4;16
liferay/liferay-portal;2413;603;755;3771
spring-projects/spring-data-examples;186;46;59;291
xuxueli/xxl-job;6;1;3;10
apache/storm;351;87;111;549
android10/frodo;29;7;10;46
Meituan-Dianping/Robust;0;0;1;1
qs-lll/ExpandingPager;1;0;1;2
ocpsoft/prettytime;584;146;183;913
jersey/jersey;2746;686;859;4291
wequick/Small;8;2;4;14
kanwangzjm/funiture;0;0;1;1
bluelinelabs/LoganSquare;31;7;11;49
GrenderG/Toasty;1;0;1;2
xiaoyanger0825/NiceVieoPlayer;1;0;1;2
functionaljava/functionaljava;180;45;57;282
Dreampie/Resty;12;3;5;20
LMAX-Exchange/disruptor;122;30;40;192
micrometer-metrics/micrometer;117;29;37;183
hussien89aa/AndroidTutorialForBeginners;7;1;3;11
Pay-Group/best-pay-sdk;2;0;2;4
MagicMashRoom/SuperCalendar;1;0;1;2
doggycoder/AndroidOpenGLDemo;0;0;1;1
pbreault/adb-idea;4;1;2;7
JakeWharton/timber;21;5;7;33
square/keywhiz;315;78;100;493
json-iterator/java;228;57;72;357
protostuff/protostuff;157;39;50;246
roughike/SwipeSelector;1;0;1;2
spring-projects/spring-integration-samples;67;16;23;106
Curzibn/Luban;1;0;1;2
wuhaoyu1990/MagicCamera;1;0;1;2
zhangxd1989/spring-boot-cloud;2;0;2;4
hibernate/hibernate-orm;5026;1256;1572;7854
zendesk/maxwell;208;52;65;325
embulk/embulk;216;54;68;338
alibaba/easyexcel;8;2;4;14
tough1985/RxjavaRetrofitDemo;0;0;1;1
a-voyager/BluetoothHelper;1;0;1;2
desmond1121/Android-Ptr-Comparison;1;0;1;2
kenglxn/QRGen;55;13;19;87
xetorthio/jedis;334;83;105;522
hefuyicoder/ListenerMusicPlayer;0;0;1;1
google/nomulus;17;4;7;28
eclipse/che;714;178;225;1117
XunMengWinter/CircularAnim;1;0;1;2
chengdazhi/StyleImageView;1;0;1;2
fossasia/open-event-droidgen;18;4;7;29
mqzhangw/JIMU;3;0;2;5
spring-projects/spring-data-elasticsearch;339;84;108;531
google/binnavi;1953;488;612;3053
deeplearning4j/deeplearning4j;3255;813;1019;5087
grandcentrix/ThirtyInch;159;39;51;249
medcl/elasticsearch-analysis-pinyin;11;2;5;18
typ0520/fastdex;10;2;5;17
elastic/elasticsearch;8;2;4;14
aragozin/jvm-tools;142;35;45;222
izzyleung/ZhihuDailyPurify;8;2;3;13
codingapi/tx-lcn;11;2;5;18
coobird/thumbnailator;755;188;237;1180
evant/binding-collection-adapter;15;3;6;24
wix/react-native-navigation;275;68;87;430
apache/rocketmq-externals;67;16;22;105
MiPushFramework/MiPushFramework;1;0;2;3
joel-costigliola/assertj-core;5824;1456;1820;9100
flowable/flowable-engine;3097;774;969;4840
robinhood/ticker;28;7;9;44
yasserg/crawler4j;1;0;2;3
pxb1988/dex2jar;42;10;15;67
mikepenz/FastAdapter;27;6;10;43
detro/ghostdriver;71;17;23;111
termux/termux-app;23;5;9;37
ivacf/archi;14;3;6;23
pushtorefresh/storio;658;164;207;1029
PipelineAI/pipeline;497;124;157;778
confluentinc/ksql;1463;365;458;2286
huanghongxun/HMCL;1;0;2;3
wuyouzhuguli/SpringAll;0;0;1;1
mttkay/ignition;11;2;5;18
cbeust/testng;11;2;5;18
qiujiayu/AutoLoadCache;7;1;4;12
google/android-ui-toolkit-demos;0;0;1;1
githubwing/ZoomHeader;0;0;1;1
OCNYang/QBox;0;0;1;1
javaparser/javaparser;4;1;2;7
pinguo-zhouwei/CustomPopwindow;1;0;1;2
TommyLemon/APIJSON;5;1;2;8
Tencent/QMUI_Android;0;0;1;1
spotify/dockerfile-maven;1;0;1;2
thinkaurelius/titan;120;30;39;189
dongjunkun/DropDownMenu;0;0;1;1
greenrobot/essentials;69;17;22;108
bluelinelabs/Conductor;58;14;19;91
spring-projects/spring-boot;5307;1326;1660;8293
dyc87112/SpringCloud-Learning;4;1;2;7
JodaOrg/joda-time;2675;668;837;4180
shuzheng/zheng;3;0;3;6
lisawray/groupie;54;13;18;85
Arello-Mobile/Moxy;22;5;8;35
Marswin/MarsDaemon;1;0;1;2
plutext/docx4j;199;49;63;311
dropwizard/dropwizard;965;241;302;1508
spring-io/initializr;0;0;1;1
brianway/webporter;10;2;5;17
githubwing/ByeBurger;1;0;1;2
macrozheng/mall;2;0;2;4
aosp-mirror/platform_frameworks_base;0;0;1;1
yingLanNull/ShadowImageView;1;0;1;2
huazhiyuan2008/RecyclerViewCardGallery;1;0;1;2
mcxiaoke/android-volley;64;16;20;100
Kelin-Hong/MVVMLight;1;0;1;2
PureDark/H-Viewer;1;0;1;2
crossoverJie/SSM;11;2;5;18
apache/hbase;3438;859;1076;5373
mongodb/mongo-hadoop;85;21;27;133
udacity/ud851-Exercises;30;7;11;48
SpinyTech/ModularizationArchitecture;3;0;2;5
iammert/MaterialIntroView;1;0;1;2
franmontiel/PersistentCookieJar;16;4;6;26
iSoron/uhabits;136;34;43;213
Swagger2Markup/swagger2markup;81;20;26;127
uber/NullAway;64;16;20;100
iotaledger/iri;117;29;37;183
luizgrp/SectionedRecyclerViewAdapter;88;22;28;138
kevinsawicki/http-request;104;26;33;163
lygttpod/SuperTextView;0;0;1;1
roncoo/spring-boot-demo;29;7;10;46
yu199195/myth;2;0;2;4
jokermonn/permissions4m;0;0;1;1
VerbalExpressions/JavaVerbalExpressions;53;13;17;83
MovingBlocks/Terasology;374;93;118;585
blynkkk/blynk-server;510;127;160;797
long1eu/SpaceTabLayout;1;0;1;2
square/wire;250;62;80;392
kaz-Anova/StackNet;3;0;2;5
KingJA/LoadSir;0;0;1;1
nisrulz/android-examples;77;19;25;121
mcxtzhang/SuspensionIndexBar;0;0;1;1
twitter/ambrose;11;2;5;18
google/rejoiner;27;6;10;43
xmuSistone/AndroidPileLayout;1;0;1;2
alibaba/fastjson;3045;761;953;4759
wingjay/BlurImageView;1;0;1;2
wildfly/wildfly;2378;594;745;3717
xmuSistone/DragRankSquare;0;0;1;1
JakeWharton/Telecine;5;1;3;9
square/flow;28;7;10;45
apache/zookeeper;721;180;227;1128
TakahikoKawasaki/nv-websocket-client;46;11;16;73
shwenzhang/AndResGuard;2;0;2;4
Tencent/tinker;1;0;2;3
Tencent/matrix;5;1;2;8
apache/geode;3989;997;1247;6233
schwabe/ics-openvpn;5;1;2;8
huangyanbin/smartTable;0;0;1;1
PhilJay/MPAndroidChart;6;1;3;10
apache/beam;4703;1175;1471;7349
openzipkin/zipkin;675;168;212;1055
alibaba/yugong;6;1;3;10
searchbox-io/Jest;423;105;134;662
bwssytems/ha-bridge;5;1;3;9
atomashpolskiy/bt;204;51;64;319
loopeer/CardStackView;1;0;1;2
strapdata/elassandra;1;0;2;3
Solartisan/WaveSideBar;1;0;1;2
alibaba/QLExpress;90;22;29;141
zhouchaoyuan/excelPanel;1;0;1;2
auth0/java-jwt;362;90;115;567
gongwen/MarqueeViewLibrary;1;0;1;2
zalando/zalenium;56;14;19;89
ctripcorp/apollo;415;103;131;649
NLPchina/elasticsearch-sql;245;61;77;383
mpusher/mpush;5;1;3;9
qiujuer/ImageBlurring;0;0;1;1
ehcache/ehcache3;1569;392;491;2452
SonarSource/sonarqube;9783;2445;3058;15286
chenBingX/SuperTextView;0;0;1;1
yigit/dev-summit-architecture-demo;4;1;2;7
kaaproject/kaa;970;242;305;1517
Xiaofei-it/HermesEventBus;1;0;1;2
apache/flume;858;214;269;1341
apache/ambari;3229;807;1010;5046
didi/DoraemonKit;1;0;2;3
kymjs/KJFrameForAndroid;1;0;1;2
mayubao/KuaiChuan;0;0;1;1
menacher/java-game-server;11;2;5;18
AxonFramework/AxonFramework;1053;263;330;1646
shekhargulati/java8-the-missing-tutorial;5;1;3;9
ImmortalZ/TransitionHelper;0;0;1;1
raphw/byte-buddy;2761;690;864;4315
niorgai/StatusBarCompat;1;0;1;2
kaelaela/VerticalViewPager;1;0;1;2
forezp/SpringBootLearning;6;1;3;10
sohutv/cachecloud;366;91;116;573
mybatis/mybatis-3;186;46;60;292
google/tiger;0;0;1;1
liuling07/SimpleNews;3;0;2;5
HotBitmapGG/bilibili-android-client;0;0;1;1
netty/netty;2376;594;744;3714
geoserver/geoserver;4592;1148;1435;7175
oracle/opengrok;566;141;178;885
Netflix/conductor;401;100;127;628
airbnb/DeepLinkDispatch;31;7;11;49
nispok/snackbar;8;2;4;14
ethereum/ethereumj;791;197;248;1236
vipshop/Saturn;195;48;62;305
qiujuer/Genius-Android;4;1;2;7
danikula/AndroidVideoCache;60;15;19;94
alibaba/jetcache;106;26;34;166
square/android-times-square;24;6;8;38
Rajawali/Rajawali;138;34;44;216
crossoverJie/cim;30;7;11;48
MindorksOpenSource/PRDownloader;1;0;1;2
lovedise/PermissionGen;1;0;1;2
JanusGraph/janusgraph;261;65;83;409
WVector/AppUpdate;1;0;1;2
DozerMapper/dozer;549;137;173;859
lantouzi/WheelView-Android;1;0;1;2
googlesamples/android-testing;5;1;3;9
google/hover;1;0;2;3
openhab/openhab1-addons;431;107;136;674
Netflix/astyanax;152;38;48;238
square/okhttp;1181;295;370;1846
roboguice/roboguice;58;14;19;91
jdbi/jdbi;791;197;249;1237
githubwing/DragPhotoView;1;0;1;2
JakeWharton/RxRelay;36;9;12;57
nostra13/Android-Universal-Image-Loader;8;2;3;13
alibaba/arthas;36;9;12;57
btraceio/btrace;108;27;35;170
fanrunqi/MaterialLogin;0;0;1;1
siwangqishiq/ImageEditor-Android;12;3;4;19
yu199195/Raincat;10;2;4;16
square/picasso;215;53;69;337
stephentuso/welcome-android;21;5;7;33
twitter/elephant-bird;156;39;50;245
eleme/Amigo;10;2;4;16
xinghongfei/LookLook;0;0;1;1
googlemaps/google-maps-services-java;82;20;27;129
spring-projects/spring-data-jpa;490;122;154;766
spotify/apollo;311;77;99;487
JCTools/JCTools;103;25;33;161
ben-manes/caffeine;137;34;44;215
moquette-io/moquette;109;27;35;171
davideas/FlexibleAdapter;22;5;8;35
hongyangAndroid/baseAdapter;0;0;1;1
ribot/ribot-app-android;37;9;13;59
Ramotion/cardslider-android;1;0;1;2
ImmortalZ/StereoView;0;0;1;1
Blankj/AndroidUtilCode;170;42;55;267
jmxtrans/jmxtrans;213;53;68;334
jeremylong/DependencyCheck;305;76;96;477
addthis/stream-lib;90;22;30;142
pchmn/MaterialChipsInput;1;0;1;2
evant/gradle-retrolambda;14;3;6;23
MyCATApache/Mycat-Server;226;56;72;354
GitLqr/LQRWeChat;0;0;1;1
yigit/android-priority-jobqueue;167;41;54;262
fengjundev/Android-Skin-Loader;1;0;1;2
apache/groovy;35;8;13;56
ronmamo/reflections;31;7;11;49
gitblit/gitblit;272;68;86;426
orhanobut/hawk;8;2;3;13
pockethub/PocketHub;4;1;2;7
google/cameraview;10;2;4;16
Netflix/genie;704;176;221;1101
DiUS/java-faker;261;65;83;409
Hitomis/FunGameRefresh;0;0;1;1
jknack/handlebars.java;582;145;183;910
iluwatar/java-design-patterns;356;89;112;557
nisrulz/easydeviceinfo;3;0;2;5
cachecats/coderiver;49;12;16;77
square/phrase;26;6;10;42
tommybuonomo/dotsindicator;1;0;1;2
jhy/jsoup;464;116;146;726
marytts/marytts;103;25;33;161
google/j2objc;4943;1235;1546;7724
apache/tomcat;65;16;21;102
xmuSistone/CardSlidePanel;1;0;1;2
armcha/LuseenBottomNavigation;0;0;1;1
crate/crate;3189;797;997;4983
ata4/disunity;3;0;3;6
Kyson/AndroidGodEye;1;0;1;2
RoboBinding/RoboBinding;120;30;38;188
woxingxiao/SlidingUpPanelLayout;0;0;1;1
survivingwithandroid/Surviving-with-android;11;2;5;18
woxingxiao/BubbleSeekBar;0;0;1;1
armcha/Space-Navigation-View;0;0;1;1
deeplearning4j/dl4j-examples;1;0;1;2
spotbugs/spotbugs;132;33;42;207
glomadrian/Grav;1;0;1;2
bytedeco/javacv;6;1;3;10
jOOQ/jOOR;72;18;23;113
jOOQ/jOOQ;26;6;10;42
mrniko/netty-socketio;20;5;7;32
spring-projects/spring-security-oauth;549;137;172;858
code4craft/netty-learning;295;73;94;462
undertow-io/undertow;493;123;155;771
jOOQ/jOOL;399;99;126;624
alipay/sofa-rpc;315;78;100;493
Angel-ML/angel;42;10;14;66
pagehelper/Mybatis-PageHelper;67;16;22;105
Ramotion/folding-cell-android;3;0;2;5
speedment/speedment;64;16;20;100
hitherejoe/Bourbon;5;1;2;8
tarek360/RichPath;0;0;1;1
kymjs/TheMVP;0;0;1;1
wiztools/rest-client;17;4;7;28
apache/incubator-dubbo-ops;28;7;10;45
Graylog2/graylog2-server;1385;346;434;2165
abel533/MyBatis-Spring-Boot;2;0;2;4
dodola/HotFix;1;0;2;3
Justson/AgentWeb;2;0;2;4
code4craft/tiny-spring;6;1;3;10
requery/requery;44;11;14;69
xiaoyaoyou1212/XSnow;0;0;1;1
widdix/aws-cf-templates;30;7;10;47
kymjs/RxVolley;3;0;2;5
f2prateek/rx-preferences;21;5;8;34
daniulive/SmarterStreaming;3;0;3;6
total;353272;88019;111446;552737
